	ensg	entrez_v99	gene_name_v99	ensg_v99
42616	ENSG00000242028	25764	HYPK	ENSG00000242028.6
42619	ENSG00000242866	161497	STRC	ENSG00000242866.10
42624	ENSG00000243708	100137049	PLA2G4B	ENSG00000243708.10
42625	ENSG00000243789	100137047	JMJD7	ENSG00000243789.11
42650	ENSG00000255192	388112	NANOGP8	ENSG00000255192.5
42651	ENSG00000255302	23741	EID1	ENSG00000255302.5
42688	ENSG00000259330	100505573	INAFM2	ENSG00000259330.3
42800	ENSG00000260926	105370791	AC016134.1	ENSG00000260926.3
42890	ENSG00000028528	6642	SNX1	ENSG00000028528.15
42891	ENSG00000033800	8554	PIAS1	ENSG00000033800.13
42892	ENSG00000035664	23604	DAPK2	ENSG00000035664.11
42893	ENSG00000047346	56204	FAM214A	ENSG00000047346.12
42894	ENSG00000066933	4649	MYO9A	ENSG00000066933.16
42895	ENSG00000067141	4756	NEO1	ENSG00000067141.17
42896	ENSG00000067221	9399	STOML1	ENSG00000067221.14
42897	ENSG00000067225	5315	PKM	ENSG00000067225.18
42898	ENSG00000069667	6095	RORA	ENSG00000069667.16
42899	ENSG00000069869	4734	NEDD4	ENSG00000069869.16
42900	ENSG00000069943	9488	PIGB	ENSG00000069943.10
42901	ENSG00000069974	5873	RAB27A	ENSG00000069974.16
42902	ENSG00000074410	771	CA12	ENSG00000074410.14
42903	ENSG00000074603	54878	DPP8	ENSG00000074603.19
42904	ENSG00000074621	9187	SLC24A1	ENSG00000074621.14
42905	ENSG00000074696	51495	HACD3	ENSG00000074696.13
42906	ENSG00000075131	54962	TIPIN	ENSG00000075131.10
42907	ENSG00000090470	10081	PDCD7	ENSG00000090470.15
42908	ENSG00000090487	51324	SPG21	ENSG00000090487.11
42909	ENSG00000103569	366	AQP9	ENSG00000103569.10
42910	ENSG00000103591	79719	AAGAB	ENSG00000103591.13
42911	ENSG00000103599	64799	IQCH	ENSG00000103599.20
42912	ENSG00000103642	114294	LACTB	ENSG00000103642.12
42913	ENSG00000103647	10391	CORO2B	ENSG00000103647.13
42914	ENSG00000103657	8925	HERC1	ENSG00000103657.14
42915	ENSG00000103671	9325	TRIP4	ENSG00000103671.10
42916	ENSG00000103707	123263	MTFMT	ENSG00000103707.10
42917	ENSG00000103710	51285	RASL12	ENSG00000103710.11
42918	ENSG00000103742	57722	IGDCC4	ENSG00000103742.12
42919	ENSG00000103769	8766	RAB11A	ENSG00000103769.10
42920	ENSG00000103855	80381	CD276	ENSG00000103855.18
42921	ENSG00000128833	55930	MYO5C	ENSG00000128833.13
42922	ENSG00000128849	84952	CGNL1	ENSG00000128849.10
42923	ENSG00000128915	79664	ICE2	ENSG00000128915.12
42924	ENSG00000128918	8854	ALDH1A2	ENSG00000128918.15
42925	ENSG00000128923	54629	MINDY2	ENSG00000128923.11
42926	ENSG00000128973	54982	CLN6	ENSG00000128973.13
42927	ENSG00000128989	10776	ARPP19	ENSG00000128989.10
42928	ENSG00000129003	54832	VPS13C	ENSG00000129003.18
42929	ENSG00000129007	91860	CALML4	ENSG00000129007.14
42930	ENSG00000129009	3671	ISLR	ENSG00000129009.13
42931	ENSG00000129028	56906	THAP10	ENSG00000129028.9
42932	ENSG00000129038	4016	LOXL1	ENSG00000129038.16
42933	ENSG00000137764	5607	MAP2K5	ENSG00000137764.20
42934	ENSG00000137766	440279	UNC13C	ENSG00000137766.17
42935	ENSG00000137776	79811	SLTM	ENSG00000137776.17
42936	ENSG00000137807	9493	KIF23	ENSG00000137807.15
42938	ENSG00000137809	22801	ITGA11	ENSG00000137809.17
42939	ENSG00000137817	56965	PARP6	ENSG00000137817.17
42940	ENSG00000137818	6176	RPLP1	ENSG00000137818.12
42941	ENSG00000137819	54852	PAQR5	ENSG00000137819.14
42942	ENSG00000137821	54839	LRRC49	ENSG00000137821.11
42943	ENSG00000137831	55075	UACA	ENSG00000137831.15
42944	ENSG00000137834	4091	SMAD6	ENSG00000137834.15
42945	ENSG00000137845	102	ADAM10	ENSG00000137845.15
42946	ENSG00000137868	64220	STRA6	ENSG00000137868.19
42947	ENSG00000137871	54816	ZNF280D	ENSG00000137871.20
42948	ENSG00000137876	51187	RSL24D1	ENSG00000137876.10
42949	ENSG00000137878	145781	GCOM1	ENSG00000137878.17
42950	ENSG00000138587	55329	MNS1	ENSG00000138587.6
42951	ENSG00000138604	26035	GLCE	ENSG00000138604.10
42952	ENSG00000138613	83464	APH1B	ENSG00000138613.14
42953	ENSG00000138614	81556	INTS14	ENSG00000138614.15
42954	ENSG00000138615	8483	CILP	ENSG00000138615.6
42955	ENSG00000138617	54956	PARP16	ENSG00000138617.15
42956	ENSG00000138622	10021	HCN4	ENSG00000138622.4
42957	ENSG00000138623	8482	SEMA7A	ENSG00000138623.10
42958	ENSG00000140262	6938	TCF12	ENSG00000140262.17
42959	ENSG00000140297	9245	GCNT3	ENSG00000140297.13
42960	ENSG00000140299	663	BNIP2	ENSG00000140299.12
42961	ENSG00000140307	2958	GTF2A2	ENSG00000140307.11
42962	ENSG00000140332	7090	TLE3	ENSG00000140332.16
42963	ENSG00000140350	8125	ANP32A	ENSG00000140350.15
42964	ENSG00000140416	7168	TPM1	ENSG00000140416.22
42965	ENSG00000140451	80119	PIF1	ENSG00000140451.13
42966	ENSG00000140455	9960	USP3	ENSG00000140455.17
42967	ENSG00000140459	1583	CYP11A1	ENSG00000140459.18
42968	ENSG00000140463	585	BBS4	ENSG00000140463.14
42969	ENSG00000140464	5371	PML	ENSG00000140464.20
42970	ENSG00000140481	80125	CCDC33	ENSG00000140481.15
42971	ENSG00000140488	60677	CELF6	ENSG00000140488.16
42972	ENSG00000151575	374618	TEX9	ENSG00000151575.14
42973	ENSG00000156642	27020	NPTN	ENSG00000156642.17
42974	ENSG00000157450	54778	RNF111	ENSG00000157450.15
42975	ENSG00000157456	9133	CCNB2	ENSG00000157456.8
42976	ENSG00000157470	145773	FAM81A	ENSG00000157470.12
42977	ENSG00000157483	4643	MYO1E	ENSG00000157483.9
42978	ENSG00000157734	79856	SNX22	ENSG00000157734.14
42979	ENSG00000157890	84465	MEGF11	ENSG00000157890.17
42980	ENSG00000159289	342096	GOLGA6A	ENSG00000159289.6
42981	ENSG00000159322	83440	ADPGK	ENSG00000159322.17
42982	ENSG00000166035	3990	LIPC	ENSG00000166035.11
42984	ENSG00000166128	51762	RAB8B	ENSG00000166128.13
42985	ENSG00000166173	55323	LARP6	ENSG00000166173.11
42986	ENSG00000166192	123228	SENP8	ENSG00000166192.15
42987	ENSG00000166233	25820	ARIH1	ENSG00000166233.15
42988	ENSG00000166415	256764	WDR72	ENSG00000166415.15
42989	ENSG00000166450	283659	PRTG	ENSG00000166450.13
42990	ENSG00000166794	5479	PPIB	ENSG00000166794.4
42991	ENSG00000166797	84191	CIAO2A	ENSG00000166797.11
42992	ENSG00000166803	9768	PCLAF	ENSG00000166803.13
42993	ENSG00000166831	348093	RBPMS2	ENSG00000166831.9
42994	ENSG00000166839	348094	ANKDD1A	ENSG00000166839.17
42995	ENSG00000166855	10845	CLPX	ENSG00000166855.9
42996	ENSG00000166938	115752	DIS3L	ENSG00000166938.13
42997	ENSG00000166949	4088	SMAD3	ENSG00000166949.16
42998	ENSG00000167139	161514	TBC1D21	ENSG00000167139.9
42999	ENSG00000167178	57611	ISLR2	ENSG00000167178.16
43000	ENSG00000169018	10116	FEM1B	ENSG00000169018.6
43001	ENSG00000169032	5604	MAP2K1	ENSG00000169032.9
43002	ENSG00000169118	53944	CSNK1G1	ENSG00000169118.18
43003	ENSG00000169856	3175	ONECUT1	ENSG00000169856.9
43004	ENSG00000171016	26108	PYGO1	ENSG00000171016.12
43005	ENSG00000171914	83660	TLN2	ENSG00000171914.16
43006	ENSG00000171956	27023	FOXB1	ENSG00000171956.7
43007	ENSG00000171989	92483	LDHAL6B	ENSG00000171989.6
43008	ENSG00000174442	55055	ZWILCH	ENSG00000174442.12
43009	ENSG00000174444	6124	RPL4	ENSG00000174444.15
43010	ENSG00000174446	10302	SNAPC5	ENSG00000174446.13
43011	ENSG00000174485	10260	DENND4A	ENSG00000174485.15
43012	ENSG00000174498	9543	IGDCC3	ENSG00000174498.14
43013	ENSG00000175202	123346	HIGD2B	ENSG00000175202.6
43014	ENSG00000175318	196996	GRAMD2A	ENSG00000175318.12
43015	ENSG00000180304	4947	OAZ2	ENSG00000180304.14
43016	ENSG00000180357	23060	ZNF609	ENSG00000180357.9
43017	ENSG00000181827	64864	RFX7	ENSG00000181827.15
43019	ENSG00000182718	302	ANXA2	ENSG00000182718.16
43020	ENSG00000183324	283677	REC114	ENSG00000183324.11
43021	ENSG00000185088	51065	RPS27L	ENSG00000185088.14
43022	ENSG00000186198	123264	SLC51B	ENSG00000186198.4
43023	ENSG00000187720	79875	THSD4	ENSG00000187720.14
43024	ENSG00000187806	338949	TMEM202	ENSG00000187806.9
43025	ENSG00000188501	197021	LCTL	ENSG00000188501.11
43026	ENSG00000188779	390598	SKOR1	ENSG00000188779.12
43027	ENSG00000189227	145853	C15orf61	ENSG00000189227.6
43028	ENSG00000197361	283807	FBXL22	ENSG00000197361.7
43029	ENSG00000197535	4644	MYO5A	ENSG00000197535.14
43030	ENSG00000198535	145741	C2CD4A	ENSG00000198535.5
43049	ENSG00000205363	388135	INSYN1	ENSG00000205363.5
43050	ENSG00000205502	388125	C2CD4B	ENSG00000205502.4
43066	ENSG00000213614	3073	HEXA	ENSG00000213614.9
43069	ENSG00000215186	55889	GOLGA6B	ENSG00000215186.6
43074	ENSG00000225362	196993	CT62	ENSG00000225362.9
43077	ENSG00000225973	101928527	PIGBOS1	ENSG00000225973.4
43081	ENSG00000234438	390594	KBTBD13	ENSG00000234438.4
43094	ENSG00000241839	80301	PLEKHO2	ENSG00000241839.10
43108	ENSG00000246922	390595	UBAP1L	ENSG00000246922.8
43120	ENSG00000255346	79400	NOX5	ENSG00000255346.10
43121	ENSG00000255529	81488	POLR2M	ENSG00000255529.9
43122	ENSG00000256061	161582	DNAAF4	ENSG00000256061.7
43123	ENSG00000258484	246777	SPESP1	ENSG00000258484.4
43161	ENSG00000259370	105370854	AC103740.1	ENSG00000259370.2
43189	ENSG00000259530	101928850	AC104574.1	ENSG00000259530.1
43266	ENSG00000260916	9236	CCPG1	ENSG00000260916.7
43288	ENSG00000261652	145788	C15orf65	ENSG00000261652.3
43294	ENSG00000263155	100820829	MYZAP	ENSG00000263155.6
43353	ENSG00000278570	10002	NR2E3	ENSG00000278570.5
43370	ENSG00000285253	54816	AC090517.4	ENSG00000285253.1
43388	ENSG00000041357	5685	PSMA4	ENSG00000041357.16
43389	ENSG00000058335	5923	RASGRF1	ENSG00000058335.15
43390	ENSG00000064726	53339	BTBD1	ENSG00000064726.10
43391	ENSG00000073417	5151	PDE8A	ENSG00000073417.15
43392	ENSG00000080644	1136	CHRNA3	ENSG00000080644.16
43393	ENSG00000086666	54469	ZFAND6	ENSG00000086666.19
43394	ENSG00000103653	1445	CSK	ENSG00000103653.16
43395	ENSG00000103723	8120	AP3B2	ENSG00000103723.15
43396	ENSG00000103740	23205	ACSBG1	ENSG00000103740.10
43397	ENSG00000103811	1512	CTSH	ENSG00000103811.16
43398	ENSG00000103876	2184	FAH	ENSG00000103876.12
43399	ENSG00000103888	57214	CEMIP	ENSG00000103888.17
43400	ENSG00000103942	9455	HOMER2	ENSG00000103942.13
43401	ENSG00000117899	23184	MESD	ENSG00000117899.11
43402	ENSG00000117906	5955	RCN2	ENSG00000117906.14
43403	ENSG00000117971	1143	CHRNB4	ENSG00000117971.12
43404	ENSG00000136371	10588	MTHFS	ENSG00000136371.10
43405	ENSG00000136378	11173	ADAMTS7	ENSG00000136378.15
43406	ENSG00000136379	58489	ABHD17C	ENSG00000136379.12
43407	ENSG00000136381	3658	IREB2	ENSG00000136381.13
43408	ENSG00000136383	57538	ALPK3	ENSG00000136383.6
43409	ENSG00000136404	53346	TM6SF1	ENSG00000136404.16
43410	ENSG00000136425	10518	CIB2	ENSG00000136425.14
43411	ENSG00000138621	60490	PPCDC	ENSG00000138621.12
43412	ENSG00000138629	84993	UBL7	ENSG00000138629.16
43413	ENSG00000140365	54939	COMMD4	ENSG00000140365.16
43414	ENSG00000140367	92912	UBE2Q2	ENSG00000140367.12
43415	ENSG00000140368	9051	PSTPIP1	ENSG00000140368.13
43416	ENSG00000140374	2108	ETFA	ENSG00000140374.16
43417	ENSG00000140379	597	BCL2A1	ENSG00000140379.8
43418	ENSG00000140382	10363	HMG20A	ENSG00000140382.15
43419	ENSG00000140386	49855	SCAPER	ENSG00000140386.13
43420	ENSG00000140391	10099	TSPAN3	ENSG00000140391.15
43421	ENSG00000140395	80349	WDR61	ENSG00000140395.9
43422	ENSG00000140398	79661	NEIL1	ENSG00000140398.14
43423	ENSG00000140400	4123	MAN2C1	ENSG00000140400.17
43424	ENSG00000140403	55466	DNAJA4	ENSG00000140403.12
43425	ENSG00000140406	59274	TLNRD1	ENSG00000140406.4
43426	ENSG00000140465	1543	CYP1A1	ENSG00000140465.14
43427	ENSG00000140474	25989	AC091230.1	ENSG00000140474.14
43428	ENSG00000140478	653643	GOLGA6D	ENSG00000140478.15
43429	ENSG00000140497	10066	SCAMP2	ENSG00000140497.16
43430	ENSG00000140505	1544	CYP1A2	ENSG00000140505.7
43431	ENSG00000140506	79748	LMAN1L	ENSG00000140506.17
43432	ENSG00000140511	145864	HAPLN3	ENSG00000140511.11
43433	ENSG00000140519	51458	RHCG	ENSG00000140519.14
43434	ENSG00000140521	5428	POLG	ENSG00000140521.15
43435	ENSG00000140522	6017	RLBP1	ENSG00000140522.12
43436	ENSG00000140525	55215	FANCI	ENSG00000140525.17
43437	ENSG00000140526	11057	ABHD2	ENSG00000140526.18
43438	ENSG00000140527	56964	WDR93	ENSG00000140527.15
43439	ENSG00000140534	90381	TICRR	ENSG00000140534.14
43440	ENSG00000140538	4916	NTRK3	ENSG00000140538.16
43441	ENSG00000140543	55070	DET1	ENSG00000140543.14
43442	ENSG00000140545	4240	MFGE8	ENSG00000140545.15
43443	ENSG00000140548	374655	ZNF710	ENSG00000140548.10
43444	ENSG00000140553	55898	UNC45A	ENSG00000140553.18
43445	ENSG00000140564	5045	FURIN	ENSG00000140564.12
43446	ENSG00000140575	8826	IQGAP1	ENSG00000140575.13
43447	ENSG00000140577	64784	CRTC3	ENSG00000140577.16
43448	ENSG00000140598	79631	EFL1	ENSG00000140598.15
43449	ENSG00000140600	6457	SH3GL3	ENSG00000140600.17
43450	ENSG00000140612	23478	SEC11A	ENSG00000140612.14
43451	ENSG00000156206	161502	CFAP161	ENSG00000156206.14
43452	ENSG00000156218	57188	ADAMTSL3	ENSG00000156218.13
43453	ENSG00000156222	9154	SLC28A1	ENSG00000156222.12
43454	ENSG00000156232	123720	WHAMM	ENSG00000156232.7
43455	ENSG00000157766	176	ACAN	ENSG00000157766.18
43456	ENSG00000157823	10239	AP3S2	ENSG00000157823.17
43457	ENSG00000159556	64843	ISL2	ENSG00000159556.10
43458	ENSG00000166411	3419	IDH3A	ENSG00000166411.14
43459	ENSG00000166426	1381	CRABP1	ENSG00000166426.8
43460	ENSG00000166503	50810	HDGFL3	ENSG00000166503.9
43461	ENSG00000166557	23423	TMED3	ENSG00000166557.13
43462	ENSG00000166716	9640	ZNF592	ENSG00000166716.10
43463	ENSG00000166813	374654	KIF7	ENSG00000166813.15
43464	ENSG00000166819	5346	PLIN1	ENSG00000166819.12
43465	ENSG00000166821	8800	PEX11A	ENSG00000166821.9
43466	ENSG00000166823	55897	MESP1	ENSG00000166823.5
43467	ENSG00000166825	290	ANPEP	ENSG00000166825.14
43468	ENSG00000166965	91433	RCCD1	ENSG00000166965.12
43469	ENSG00000167173	56905	C15orf39	ENSG00000167173.19
43470	ENSG00000167195	653641	GOLGA6C	ENSG00000167195.7
43471	ENSG00000167196	26263	FBXO22	ENSG00000167196.14
43472	ENSG00000167202	23102	TBC1D2B	ENSG00000167202.11
43473	ENSG00000169330	23251	MINAR1	ENSG00000169330.9
43474	ENSG00000169371	10073	SNUPN	ENSG00000169371.14
43475	ENSG00000169375	25942	SIN3A	ENSG00000169375.16
43476	ENSG00000169410	5780	PTPN9	ENSG00000169410.10
43477	ENSG00000169594	646	BNC1	ENSG00000169594.13
43478	ENSG00000169609	123207	C15orf40	ENSG00000169609.14
43479	ENSG00000169612	83640	RAMAC	ENSG00000169612.4
43480	ENSG00000169684	1138	CHRNA5	ENSG00000169684.13
43481	ENSG00000169752	145957	NRG4	ENSG00000169752.17
43482	ENSG00000169758	123591	TMEM266	ENSG00000169758.13
43483	ENSG00000169783	84894	LINGO1	ENSG00000169783.12
43484	ENSG00000170776	11214	AKAP13	ENSG00000170776.21
43485	ENSG00000172183	3669	ISG20	ENSG00000172183.15
43486	ENSG00000172345	80765	STARD5	ENSG00000172345.14
43487	ENSG00000172349	3603	IL16	ENSG00000172349.17
43488	ENSG00000172379	9915	ARNT2	ENSG00000172379.21
43489	ENSG00000173517	79834	PEAK1	ENSG00000173517.10
43490	ENSG00000173546	1464	CSPG4	ENSG00000173546.7
43491	ENSG00000173548	257364	SNX33	ENSG00000173548.8
43493	ENSG00000176371	54993	ZSCAN2	ENSG00000176371.14
43495	ENSG00000177082	84942	WDR73	ENSG00000177082.12
43497	ENSG00000177971	55272	IMP3	ENSG00000177971.8
43498	ENSG00000178718	54913	RPP25	ENSG00000178718.6
43499	ENSG00000178741	9377	COX5A	ENSG00000178741.12
43500	ENSG00000178761	57184	FAM219B	ENSG00000178761.15
43501	ENSG00000178802	4351	MPI	ENSG00000178802.18
43502	ENSG00000179151	80153	EDC3	ENSG00000179151.13
43503	ENSG00000179335	1198	CLK3	ENSG00000179335.18
43504	ENSG00000179361	10620	ARID3B	ENSG00000179361.17
43506	ENSG00000181026	64782	AEN	ENSG00000181026.15
43507	ENSG00000181991	64963	MRPS11	ENSG00000181991.16
43508	ENSG00000182054	3418	IDH2	ENSG00000182054.9
43509	ENSG00000182511	2242	FES	ENSG00000182511.12
43510	ENSG00000182768	51335	NGRN	ENSG00000182768.8
43511	ENSG00000182774	6218	RPS17	ENSG00000182774.13
43512	ENSG00000182950	161753	ODF3L1	ENSG00000182950.3
43513	ENSG00000183208	390637	GDPGP1	ENSG00000183208.12
43514	ENSG00000183476	646892	SH2D7	ENSG00000183476.12
43515	ENSG00000183496	84206	MEX3B	ENSG00000183496.6
43516	ENSG00000183655	64410	KLHL25	ENSG00000183655.13
43517	ENSG00000184206	643707	GOLGA6L4	ENSG00000184206.12
43518	ENSG00000184508	374659	HDDC3	ENSG00000184508.11
43519	ENSG00000185033	10509	SEMA4B	ENSG00000185033.14
43520	ENSG00000185043	10519	CIB1	ENSG00000185043.12
43521	ENSG00000185787	10933	MORF4L1	ENSG00000185787.15
43522	ENSG00000186628	123722	FSD2	ENSG00000186628.12
43524	ENSG00000188095	145873	MESP2	ENSG00000188095.6
43525	ENSG00000188266	123688	HYKK	ENSG00000188266.14
43526	ENSG00000188388	100133220	GOLGA6L3	ENSG00000188388.10
43527	ENSG00000188659	283726	SAXO2	ENSG00000188659.9
43528	ENSG00000188869	342125	TMC3	ENSG00000188869.13
43531	ENSG00000196391	342132	ZNF774	ENSG00000196391.11
43532	ENSG00000196547	4122	MAN2A2	ENSG00000196547.15
43533	ENSG00000197299	641	BLM	ENSG00000197299.12
43535	ENSG00000197696	4828	NMB	ENSG00000197696.10
43536	ENSG00000197978	440295	GOLGA6L9	ENSG00000197978.9
43537	ENSG00000198794	192683	SCAMP5	ENSG00000198794.12
43562	ENSG00000213578	594855	CPLX3	ENSG00000213578.6
43564	ENSG00000214575	64506	CPEB1	ENSG00000214575.9
43578	ENSG00000235711	390616	ANKRD34C	ENSG00000235711.4
43590	ENSG00000242498	348110	ARPIN	ENSG00000242498.8
43598	ENSG00000250021	100526783	ARPIN-AP3S2	ENSG00000250021.7
43638	ENSG00000259332	100528021	ST20-MTHFS	ENSG00000259332.3
43650	ENSG00000259417	100996492	CTXND1	ENSG00000259417.3
43664	ENSG00000259494	26589	MRPL46	ENSG00000259494.2
43666	ENSG00000259511	100505679	UBE2Q2L	ENSG00000259511.2
43707	ENSG00000259704	105370969	AC124248.1	ENSG00000259704.2
43750	ENSG00000260660	105376731	AC113208.4	ENSG00000260660.4
43802	ENSG00000273540	123624	AGBL1	ENSG00000273540.4
43839	ENSG00000278662	647042	GOLGA6L10	ENSG00000278662.5
43840	ENSG00000278662	101927601	GOLGA6L10	ENSG00000278662.5
43887	ENSG00000005513	30812	SOX8	ENSG00000005513.10
43888	ENSG00000007376	113000	RPUSD1	ENSG00000007376.8
43889	ENSG00000007384	64285	RHBDF1	ENSG00000007384.15
43890	ENSG00000007392	55692	LUC7L	ENSG00000007392.16
43891	ENSG00000007516	8938	BAIAP3	ENSG00000007516.13
43892	ENSG00000007520	115939	TSR3	ENSG00000007520.4
43893	ENSG00000007541	9091	PIGQ	ENSG00000007541.16
43894	ENSG00000007545	57585	CRAMP1	ENSG00000007545.16
43895	ENSG00000008710	5310	PKD1	ENSG00000008710.20
43896	ENSG00000059145	64718	UNKL	ENSG00000059145.18
43897	ENSG00000063854	3029	HAGH	ENSG00000063854.13
43898	ENSG00000065054	9351	SLC9A3R2	ENSG00000065054.14
43899	ENSG00000065057	4913	NTHL1	ENSG00000065057.9
43900	ENSG00000068305	4205	MEF2A	ENSG00000068305.17
43901	ENSG00000074071	65993	MRPS34	ENSG00000074071.14
43902	ENSG00000076344	8786	RGS11	ENSG00000076344.16
43903	ENSG00000086504	10573	MRPL28	ENSG00000086504.17
43904	ENSG00000086506	3049	HBQ1	ENSG00000086506.3
43905	ENSG00000090565	9727	RAB11FIP3	ENSG00000090565.16
43906	ENSG00000090581	84572	GNPTG	ENSG00000090581.10
43907	ENSG00000095906	10101	NUBP2	ENSG00000095906.17
43908	ENSG00000095917	23430	TPSD1	ENSG00000095917.14
43909	ENSG00000099769	3483	IGFALS	ENSG00000099769.5
43910	ENSG00000100726	9894	TELO2	ENSG00000100726.15
43911	ENSG00000102854	10232	MSLN	ENSG00000102854.16
43912	ENSG00000103024	4832	NME3	ENSG00000103024.7
43913	ENSG00000103126	8312	AXIN1	ENSG00000103126.15
43914	ENSG00000103148	8131	NPRL3	ENSG00000103148.16
43915	ENSG00000103152	4350	MPG	ENSG00000103152.11
43916	ENSG00000103197	7249	TSC2	ENSG00000103197.18
43917	ENSG00000103202	4833	NME4	ENSG00000103202.13
43918	ENSG00000103227	64788	LMF1	ENSG00000103227.18
43919	ENSG00000103245	64428	CIAO3	ENSG00000103245.14
43920	ENSG00000103249	1186	CLCN7	ENSG00000103249.18
43921	ENSG00000103253	84264	HAGHL	ENSG00000103253.18
43922	ENSG00000103254	65990	ANTKMT	ENSG00000103254.10
43923	ENSG00000103260	79006	METRN	ENSG00000103260.9
43924	ENSG00000103266	10273	STUB1	ENSG00000103266.11
43925	ENSG00000103269	9028	RHBDL1	ENSG00000103269.13
43926	ENSG00000103275	7329	UBE2I	ENSG00000103275.20
43927	ENSG00000103326	6650	CAPN15	ENSG00000103326.12
43928	ENSG00000103363	6923	ELOB	ENSG00000103363.14
43929	ENSG00000103852	64927	TTC23	ENSG00000103852.13
43930	ENSG00000116176	25823	TPSG1	ENSG00000116176.6
43931	ENSG00000127554	2671	GFER	ENSG00000127554.13
43932	ENSG00000127561	9143	SYNGR3	ENSG00000127561.15
43933	ENSG00000127578	117166	WFIKKN1	ENSG00000127578.7
43934	ENSG00000127580	84219	WDR24	ENSG00000127580.17
43935	ENSG00000127585	146330	FBXL16	ENSG00000127585.12
43936	ENSG00000127586	63922	CHTF18	ENSG00000127586.17
43937	ENSG00000127588	51764	GNG13	ENSG00000127588.5
43938	ENSG00000129925	58986	PGAP6	ENSG00000129925.11
43939	ENSG00000130656	3050	HBZ	ENSG00000130656.6
43940	ENSG00000130731	84326	METTL26	ENSG00000130731.16
43941	ENSG00000131634	79652	TMEM204	ENSG00000131634.14
43942	ENSG00000131653	84231	TRAF7	ENSG00000131653.13
43943	ENSG00000131871	55829	SELENOS	ENSG00000131871.15
43944	ENSG00000131873	22856	CHSY1	ENSG00000131873.7
43945	ENSG00000131876	6627	SNRPA1	ENSG00000131876.17
43946	ENSG00000138834	23162	MAPK8IP3	ENSG00000138834.13
43947	ENSG00000140443	3480	IGF1R	ENSG00000140443.15
43948	ENSG00000140450	91947	ARRDC4	ENSG00000140450.9
43949	ENSG00000140470	170691	ADAMTS17	ENSG00000140470.14
43950	ENSG00000140471	55180	LINS1	ENSG00000140471.17
43951	ENSG00000140479	5046	PCSK6	ENSG00000140479.17
43952	ENSG00000140557	8128	ST8SIA2	ENSG00000140557.12
43953	ENSG00000140563	55784	MCTP2	ENSG00000140563.15
43954	ENSG00000140983	89941	RHOT2	ENSG00000140983.14
43955	ENSG00000140986	6123	RPL3L	ENSG00000140986.8
43956	ENSG00000140988	6187	RPS2	ENSG00000140988.16
43957	ENSG00000140990	4716	NDUFB10	ENSG00000140990.15
43958	ENSG00000140992	5170	PDPK1	ENSG00000140992.19
43959	ENSG00000154227	204219	CERS3	ENSG00000154227.13
43960	ENSG00000154237	79705	LRRK1	ENSG00000154237.13
43961	ENSG00000161980	51728	POLR3K	ENSG00000161980.6
43962	ENSG00000161981	79622	SNRNP25	ENSG00000161981.11
43963	ENSG00000161992	146325	PRR35	ENSG00000161992.6
43964	ENSG00000161996	197335	WDR90	ENSG00000161996.19
43965	ENSG00000161999	339123	JMJD8	ENSG00000161999.12
43966	ENSG00000162004	124093	CCDC78	ENSG00000162004.17
43968	ENSG00000162009	6755	SSTR5	ENSG00000162009.8
43969	ENSG00000162032	90864	SPSB3	ENSG00000162032.16
43970	ENSG00000162039	254528	MEIOB	ENSG00000162039.15
43971	ENSG00000162040	64711	HS3ST6	ENSG00000162040.7
43972	ENSG00000162062	80178	TEDC2	ENSG00000162062.15
43973	ENSG00000162063	899	CCNF	ENSG00000162063.13
43974	ENSG00000162065	57465	TBC1D24	ENSG00000162065.14
43975	ENSG00000162066	51005	AMDHD2	ENSG00000162066.15
43976	ENSG00000162068	4917	NTN3	ENSG00000162068.2
43977	ENSG00000167930	83986	FAM234A	ENSG00000167930.17
43978	ENSG00000167962	90850	ZNF598	ENSG00000167962.14
43979	ENSG00000167964	25837	RAB26	ENSG00000167964.13
43980	ENSG00000167965	64223	MLST8	ENSG00000167965.18
43981	ENSG00000167967	1877	E4F1	ENSG00000167967.16
43982	ENSG00000167968	1775	DNASE1L2	ENSG00000167968.13
43983	ENSG00000167969	1632	ECI1	ENSG00000167969.13
43984	ENSG00000167971	57524	CASKIN1	ENSG00000167971.16
43985	ENSG00000167972	21	ABCA3	ENSG00000167972.14
43986	ENSG00000167977	54442	KCTD5	ENSG00000167977.9
43987	ENSG00000167978	23524	SRRM2	ENSG00000167978.17
43988	ENSG00000168904	123355	LRRC28	ENSG00000168904.15
43989	ENSG00000172236	7177	TPSAB1	ENSG00000172236.17
43990	ENSG00000172366	84331	MCRIP2	ENSG00000172366.20
43991	ENSG00000172382	83886	PRSS27	ENSG00000172382.10
43992	ENSG00000173575	1106	CHD2	ENSG00000173575.22
43993	ENSG00000174109	283951	C16orf91	ENSG00000174109.5
43994	ENSG00000176463	28232	SLCO3A1	ENSG00000176463.14
43995	ENSG00000177693	26682	OR4F4	ENSG00000177693.4
43996	ENSG00000179580	146310	RNF151	ENSG00000179580.10
43997	ENSG00000180185	81889	FAHD1	ENSG00000180185.11
43998	ENSG00000182175	56963	RGMA	ENSG00000182175.14
43999	ENSG00000182253	23336	SYNM	ENSG00000182253.15
44001	ENSG00000182685	283870	BRICD5	ENSG00000182685.7
44002	ENSG00000182854	390649	OR4F15	ENSG00000182854.8
44003	ENSG00000183060	145748	LYSMD4	ENSG00000183060.15
